Name	IUPAC	SMILES
CFG-337-Sp12	Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O)[C@H](O1)CO)[C@H]1-O-C[C@@H](O1)[C@@H](O)[C@H](-O-[C@@H]2[C@H]([C@@H](O)[C@H](O)[C@H](O2)CO)-O-[C@H]2[C@H](NC(=O)C)[C@@H](O)[C@@H]([C@H](O2)CO)-O-[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)C-O-[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(=O)C)[C@@H](O2)[C@H](O)[C@H](O)CO)[C@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-NC(=O)C[C@@H](C(=O)O)N-C(=O)CCCOC
CFG-338-Sp12	GlcNAc(β1-2)Man(α1-6)[Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12	OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O)[C@H](O1)CO)[C@H]1-O-C[C@@H](O1)[C@@H](O)[C@H](-O-[C@@H]2[C@H]([C@@H](O)[C@H](O)[C@H](O2)CO)-O-[C@H]2[C@H](NC(=O)C)[C@@H](O)[C@@H]([C@H](O2)CO)-O-[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)C-O-[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(=O)C)[C@@H](O2)[C@H](O)[C@H](O)CO)[C@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-NC(=O)C[C@@H](C(=O)O)N-C(=O)CCCOC
CFG-340-Sp17	Neu5Ac(α2-8)Neu5Ac(β-Sp17	OC[C@@H](O)[C@@H](O)[C@H](O1)[C@H](NC(=O)C)[C@@H](O)C[C@@]1(C(=O)O)-O-[C@H](CO)[C@@H](O)[C@H](O1)[C@H](NC(=O)C)[C@@H](O)C[C@]1(C(=O)O)-OCc1ccc(cc1)N-C(=O)CCCOC
CFG-341-Sp8	Neu5Ac(α2-8)Neu5Ac(α2-8)Neu5Ac(β-Sp8	OC[C@@H](O)[C@@H](O)[C@H](O1)[C@H](NC(=O)C)[C@@H](O)C[C@@]1(C(=O)O)-O-[C@H](CO)[C@@H](O)[C@H](O1)[C@H](NC(=O)C)[C@@H](O)C[C@@]1(C(=O)O)-O-[C@H](CO)[C@@H](O)[C@H](O1)[C@H](NC(=O)C)[C@@H](O)C[C@]1(C(=O)O)-OCCCN-C(=O)CCCOC
CFG-342-Sp8	Neu5Gc(β2-6)Gal(β1-4)GlcNAc(-Sp8	OC[C@@H](O)[C@@H](O)[C@H](O1)[C@H](NC(=O)CO)[C@@H](O)C[C@]1(C(=O)O)-O-C[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)C1-OCCCN-C(=O)CCCOC
CFG-343-Sp19	Gal(β1-3)GlcNAc(β1-2)Man(α1-6)[Gal(β1-3)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp19	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O)[C@H](O1)CO)[C@H]1-O-C[C@@H](O1)[C@@H](O)[C@H](-O-[C@@H]2[C@H]([C@@H](O)[C@H](O)[C@H](O2)CO)-O-[C@H]2[C@H](NC(=O)C)[C@H]([C@H](O)[C@H](O2)CO)-O-[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-NC(=O)C[C@@H](C(=O)O)N-C(=O)[C@H](CCC(=O)O)N-C(=O)CCCOC
CFG-345-Sp12	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12	OC[C@@H](O)[C@@H](O)[C@H](O1)[C@H](NC(=O)C)[C@@H](O)C[C@@]1(C(=O)O)-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O)[C@H](O1)CO)[C@H]1-O-C[C@@H](O1)[C@@H](O)[C@H](-O-[C@@H]2[C@H]([C@@H](O)[C@H](O)[C@H](O2)CO)-O-[C@H]2[C@H](NC(=O)C)[C@@H](O)[C@@H]([C@H](O2)CO)-O-[C@H]2[C@H](O)[C@H]([C@@H](O)[C@H](O2)CO)-O-[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(=O)C)[C@@H](O2)[C@H](O)[C@H](O)CO)[C@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-NC(=O)C[C@@H](C(=O)O)N-C(=O)CCCOC
CFG-346-Sp12	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12	OC[C@@H](O)[C@@H](O)[C@H](O1)[C@H](NC(=O)C)[C@@H](O)C[C@@]1(C(=O)O)-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O)[C@H](O1)CO)[C@H]1-O-C[C@@H](O1)[C@@H](O)[C@H](-O-[C@@H]2[C@H]([C@@H](O)[C@H](O)[C@H](O2)CO)-O-[C@H]2[C@H](NC(=O)C)[C@@H](O)[C@@H]([C@H](O2)CO)-O-[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)C-O-[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(=O)C)[C@@H](O2)[C@H](O)[C@H](O)CO)[C@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-NC(=O)C[C@@H](C(=O)O)N-C(=O)CCCOC
CFG-347-Sp20	Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-2)Man(α1-6)[Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp20	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O)[C@H](O1)CO)[C@H]1-O-C[C@@H](O1)[C@@H](O)[C@H](-O-[C@@H]2[C@H]([C@@H](O)[C@H](O)[C@H](O2)CO)-O-[C@H]2[C@H](NC(=O)C)[C@@H](-O-[C@H]3[C@@H](O)[C@H](O)[C@H](O)[C@@H](O3)C)[C@@H]([C@H](O2)CO)-O-[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-NC(=O)C[C@@H](C(=O)-N[C@@H](CCCN=C(N)N)C(=O)O)N-C(=O)[C@H](CCC(=O)O)N-C(=O)CN-C(=O)CCCOC
CFG-350-Sp0	Neu5,9Ac2(α2-3)Gal(β1-4)GlcNAc(β-Sp0	O[C@H](CNC(=O)C)[C@@H](O)[C@H](O1)[C@H](NC(=O)C)[C@@H](O)C[C@@]1(C(=O)O)-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-351-Sp0	Neu5,9Ac2(α2-3)Gal(β1-3)GlcNAc(β-Sp0	O[C@H](CNC(=O)C)[C@@H](O)[C@H](O1)[C@H](NC(=O)C)[C@@H](O)C[C@@]1(C(=O)O)-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-352-Sp0	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-3)Gal(β1-3)GlcNAc(β-Sp0	OC[C@@H](O)[C@@H](O)[C@H](O1)[C@H](NC(=O)C)[C@@H](O)C[C@@]1(C(=O)O)-O-C[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-353-Sp0	Neu5Ac(α2-3)Gal(β1-3)[Fuc(α1-4)]GlcNAc(β1-3)Gal(β1-3)[Fuc(α1-4)]GlcNAc(β-Sp0	OC[C@@H](O)[C@@H](O)[C@H](O1)[C@H](NC(=O)C)[C@@H](O)C[C@@]1(C(=O)O)-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@@H]([C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@@H]([C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-354-Sp0	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β-Sp0	OC[C@@H](O)[C@@H](O)[C@H](O1)[C@H](NC(=O)C)[C@@H](O)C[C@@]1(C(=O)O)-O-C[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-355-Sp0	Gal(α1-4)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)Glc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-OCCN-C(=O)CCCOC
CFG-356-Sp0	GalNAc(β1-3)Gal(α1-4)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)Glc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-OCCN-C(=O)CCCOC
CFG-357-Sp0	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-358-Sp0	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-359-Sp14	Neu5Ac(α2-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-6)[Neu5Ac(α2-3)Gal(β1-3)]GalNAc(-Sp14	OC[C@@H](O)[C@@H](O)[C@H](O1)[C@H](NC(=O)C)[C@@H](O)C[C@@]1(C(=O)O)-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-O-C[C@@H](O1)[C@H](O)[C@H](-O-[C@H]2[C@H](O)[C@H]([C@@H](O)[C@H](O2)CO)-O-[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(=O)C)[C@@H](O2)[C@H](O)[C@H](O)CO)[C@@H](NC(=O)C)C1-O[C@H](C)[C@@H](C(=O)O)N-C(=O)CCCOC
CFG-360-Sp0	GlcNAc(α1-4)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β-Sp0	OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-361-Sp0	GlcNAc(α1-4)Gal(β1-4)GlcNAc(β-Sp0	OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-362-Sp0	GlcNAc(α1-4)Gal(β1-3)GlcNAc(β-Sp0	OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-363-Sp0	GlcNAc(α1-4)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)Glc(β-Sp0	OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-OCCN-C(=O)CCCOC
CFG-364-Sp0	GlcNAc(α1-4)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp0	OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-365-Sp0	GlcNAc(α1-4)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β-Sp0	OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-366-Sp14	GlcNAc(α1-4)Gal(β1-3)GalNAc(-Sp14	OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)C1-O[C@H](C)[C@@H](C(=O)O)N-C(=O)CCCOC
CFG-367-Sp12	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp12	OC[C@@H](O)[C@@H](O)[C@H](O1)[C@H](NC(=O)C)[C@@H](O)C[C@@]1(C(=O)O)-O-C[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O)[C@H](O1)CO)[C@H]1-O-C[C@@H](O1)[C@@H](O)[C@H](-O-[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@H](O2)CO)[C@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)C1-NC(=O)C[C@@H](C(=O)O)N-C(=O)CCCOC
CFG-368-Sp12	Man(α1-6)[Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp12	OC[C@@H](O1)[C@@H](O)[C@H](O)[C@H](O)[C@H]1-O-C[C@@H](O1)[C@@H](O)[C@H](-O-[C@@H]2[C@H]([C@@H](O)[C@H](O)[C@H](O2)CO)-O-[C@H]2[C@H](NC(=O)C)[C@@H](O)[C@@H]([C@H](O2)CO)-O-[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)C-O-[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(=O)C)[C@@H](O2)[C@H](O)[C@H](O)CO)[C@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)C1-NC(=O)C[C@@H](C(=O)O)N-C(=O)CCCOC
CFG-369-Sp12	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp12	OC[C@@H](O)[C@@H](O)[C@H](O1)[C@H](NC(=O)C)[C@@H](O)C[C@@]1(C(=O)O)-O-C[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O)[C@H](O1)CO)[C@H]1-O-C[C@@H](O1)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)C1-NC(=O)C[C@@H](C(=O)O)N-C(=O)CCCOC
CFG-370-Sp12	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp12	OC[C@@H](O)[C@@H](O)[C@H](O1)[C@H](NC(=O)C)[C@@H](O)C[C@@]1(C(=O)O)-O-C[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O)[C@H](O1)CO)[C@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)C1-NC(=O)C[C@@H](C(=O)O)N-C(=O)CCCOC
CFG-371-Sp12	Gal(β1-4)GlcNAc(β1-2)Man(α1-3)Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp12	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O)[C@H](O1)CO)[C@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)C1-NC(=O)C[C@@H](C(=O)O)N-C(=O)CCCOC
CFG-372-Sp12	Gal(β1-4)GlcNAc(β1-2)Man(α1-6)Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp12	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O)[C@H](O1)CO)[C@H]1-O-C[C@@H](O1)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)C1-NC(=O)C[C@@H](C(=O)O)N-C(=O)CCCOC
CFG-373-Sp12	Man(α1-6)[Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12	OC[C@@H](O1)[C@@H](O)[C@H](O)[C@H](O)[C@H]1-O-C[C@@H](O1)[C@@H](O)[C@H](-O-[C@@H]2[C@H]([C@@H](O)[C@H](O)[C@H](O2)CO)-O-[C@H]2[C@H](NC(=O)C)[C@@H](O)[C@@H]([C@H](O2)CO)-O-[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-NC(=O)C[C@@H](C(=O)O)N-C(=O)CCCOC
CFG-374-Sp22	GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp22	OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O)[C@H](O1)CO)[C@H]1-O-C[C@@H](O1)[C@@H](O)[C@H](-O-[C@@H]2[C@H]([C@@H](O)[C@H](O)[C@H](O2)CO)-O-[C@H]2[C@H](NC(=O)C)[C@@H](O)[C@H](O)[C@H](O2)CO)[C@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)C-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-NC(=O)C[C@@H](C(=O)-N[C@@H](CO)C(=O)-N[C@@H]([C@H](O)C)C(=O)O)N-C(=O)CCCOC
